username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;flag
;31/12/2017 04:17;0;1;Penyerahan Bantuan Warga Terdampak Bencana Gempa Bumi 6,9 SR dari BUMD dan Bank JATENG secara… https://www.instagram.com/p/BdV1QesjzfE/;;;;9,47E+17;https://twitter.com/bpbdcilacap/status/947215156102291456;1
;31/12/2017 04:15;0;0;@ mi_ChristyChiBi kamu itu kayak lempengan bumi ya, geser dikit aja bisa gempa.in hati aku.;;@;;9,47E+17;https://twitter.com/Dinakici/status/947214594799308800;0
;31/12/2017 03:11;0;0;Tahun 2009 ada anime jepang menceritakan gempa bumi, judulnya Tokyo Magnitude 8,0. Ternyata terjadi gempa di Jepang. Mungkin kebetulan;;;;9,47E+17;https://twitter.com/infotaku_/status/947198355758649344;0
;31/12/2017 03:03;0;0;Firasat Gempa Bumi dan Artinya - http://RamalanArtiNama.com https://fb.me/9vBWz5nEM;;;;9,47E+17;https://twitter.com/indospiritual/status/947196474001063936;0
;31/12/2017 02:28;0;0;Org laen kalo ping!aku di bbm cuma hpny yg geter kalo kamu yg ping, Cinta aku yan geter kaya gempa bumi @ Teens_Yori;;@;;9,47E+17;https://twitter.com/YoriversFAMS_/status/947187550606651392;0
;31/12/2017 02:00;0;0;kamu itu kayak lempengan bumi ya, geser dikit aja bisa gempa.in hati aku. # JuneWish;;;#;9,47E+17;https://twitter.com/HaloMbakDesi/status/947180613450076160;0
;31/12/2017 00:27;0;0;Mendzalimi ulama dimana-mana pertanda akan ada perubahan besar-besaran di negeri ini !! Longsor, Gempa bumi, Bencana alam dan Tsunami adalah pertanda awal Tahun 2019 Kehancuran partai dzalim, kaum munafik, Fasiq, komunis dan dedengkotnya !! Amin Ya Allah;;;;9,47E+17;https://twitter.com/budi_firman2018/status/947157215281946624;0
;30/12/2017 22:01;0;0;kamu itu kayak lempengan bumi ya, geser dikit aja bisa gempa.in hati aku.;;;;9,47E+17;https://twitter.com/PasarGodean/status/947120373006450688;0
;30/12/2017 21:52;95;101;Aku paling menyampah bila aku tangkapkan gambar orang sumpah lawa, tapi bila orang tangkapkan gambar aku bergoyang dia macam tengah gempa bumi yal okay done luahkan perasaan;;;;9,47E+17;https://twitter.com/rzlya_/status/947118110284193792;0
;30/12/2017 20:42;0;0;Firasat Gempa Bumi dan Artinya - http://RamalanArtiNama.com https://fb.me/6Wb37ULq3;;;;9,47E+17;https://twitter.com/indospiritual/status/947100549664661504;0
;30/12/2017 20:27;0;0;allah tu siapa bagi kamu ? “ tuhan aku la “ tapi kenapa masa senang kau takpernah seru nama dia ? macam haram betul kalau sebut - masa gempa bumi , masa kau susah , masa kau kena culik baru kau seru nama dia “ ya allah lindungila aku “ “ya allah “ “allahuakbharrr” KENAPA ?;;;;9,47E+17;https://twitter.com/erikantshaa/status/947096775604584448;0
;30/12/2017 20:00;5;4;Gunung Agung yang meletus hingga gempa bumi yang baru saja melanda pulau Jawa berada dalam daftar bencana alam terbesar di Indonesia tahun 2017. http://nationalgeographic.co.id/berita/2017/12/7-bencana-alam-terbesar-di-indonesia-sepanjang-tahun-2017 …;;;;9,47E+17;https://twitter.com/NGIndonesia/status/947090068111609856;0
;30/12/2017 19:55;0;1;Supaya apabila ada bencana2 tsunami,gegaran gempabumi,banjir berarus deras dll keseimbangan jambatan itu tetap teguh tanpa pelbagai jenis2 tragedi itu nanti.Jika keseluruhan kenderaan2 berat jik jame diatas dijambatan itu & tiada ancaman2 tragedi itu maka terbaiklah.Wajib testing;;;;9,47E+17;https://twitter.com/JinnieAlladin/status/947088849955561472;0
;30/12/2017 18:04;0;0;Gempa Bumi Melanda Taiwan # gempa, # taiwan, # berita24, @ berita24https://www.youtube.com/watch?v=SteK-h1xsF4 …;;@;# # #;9,47E+17;https://twitter.com/indahpgs/status/947060696792973312;1
;30/12/2017 18:00;0;0;"+ menghampiri mereka. …?"" Entah mengapa getarannya semakin keras, dan itu membuat Yuri harus menengok beberapa kali ke sekitarnya. ""Ada gempa bumi?"" Gumamnya tak lagi menyerang Flynn, sampai ia merasakan getarannya semakin menguat. Getaran tersebut ia rasakan mendekat + pic.twitter.com/7tZxnn4qQ9""";;;;9,47E+17;https://twitter.com/YuriLX10/status/947059831432609792;0
;30/12/2017 17:55;0;0;—apanya yang Hell Pyre kalau yang muncul cuman bola-bola salju yang dilemparin?! Begitu pikir Yuri saat jegalannya gagal dan ia harus melompat mundur untuk menghindari bola saljunya. Hendak ia menyerang lagi namun… gerakannya terhenti sementara berkat getaran bagai gempa bumi +;;;;9,47E+17;https://twitter.com/YuriLX10/status/947058483462991872;0
;30/12/2017 17:28;0;0;Ada yang lebih murah biayanya pak, Tidak perlu lahan lebar, lebih stabil dari Tenaga Angin, dapat dibangun dimana saja, berdaya besar, konstruksinya bisa terbuat dari beton sekitar 70 - 80 persen, tahan gempa 12 - 15 SR, Energi terbarukan, padat karya, ramah bumi.;;;;9,47E+17;https://twitter.com/pardede_piter/status/947051789383229440;0
;30/12/2017 17:12;0;0;Ada sekitar 500.000 gempa bumi terdeteksi di dunia setiap tahun. # NgandelRa;;;#;9,47E+17;https://twitter.com/_NgandelRa/status/947047629258596352;0
